"","id","age","IDN","Naples","Rome","Kenya","Philippines","Thailand","Sweden","US_AA","US_H","Colombia","Jordan","male","max_parental_ed","JDM","IDM","MatWarmth","PatWarmth","CE_2","CE_3"
"135",135,13.7661839950566,"Italy-Rome",0,0,1,0,0,0,0,0,0,0,"not male",5.26582919731443,1.00289080937196,0.490616722427619,3.03192032159983,2.35649259738194,0.626031769206653,0.384109746374702
"136",136,16.6259408176459,"Italy-Rome",0,0,0,1,0,0,0,0,0,0,"not male",18.6729296684737,0.107728038628415,0.64456296760918,3.02637592758922,2.71245126325175,3.5147910025487,2.1447469549652
"137",137,14.2983452163095,"Italy-Rome",0,0,0,0,1,0,0,0,0,0,"not male",7.7607053014065,1.14294305175874,0.0397564045692896,3.266777609435,2.8107368328633,1.2911153466477,0.420031668762036
"138",138,16.2744728647678,"Italy-Rome",0,0,0,0,0,1,0,0,0,0,"not male",17.0251790207936,0.39099547059389,0.613404671151282,3.55149123398606,3.28661929915009,2.68323004152375,2.30274102365433
"139",139,17.3243750051573,"Italy-Rome",0,0,0,0,0,0,1,0,0,0,"not male",21.9473260264056,0.243298505914987,0.566214210763038,4.00281541660124,3.40829959198601,4.1764935556265,2.38574875779735
"140",140,14.3133839414473,"Italy-Rome",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",7.83120979230872,0.306142772681408,0.333679256810632,2.76287000465919,1.41117002143207,1.70498904875192,0.353533944063006
"141",141,16.2402023331665,"Italy-Rome",0,0,0,0,0,0,0,1,0,0,"not male",16.8645120519275,1.10704042878226,0.430730047907097,3.11923117464911,3.32661131640258,2.20414106776891,2.75340104779753
"142",142,15.3745466545166,"Italy-Rome",0,0,0,0,0,0,0,0,1,0,"not male",12.8061485696156,0.727419942577992,0.461309915211794,3.55202097544244,3.35069266697443,2.05010080188547,1.38996172491937
"143",143,14.1982145450874,"Italy-Rome",0,0,0,0,0,0,0,0,0,1,"not male",7.2912730899975,0.78771565446656,0.461493445575335,4.12156674725874,5.03939362217661,1.38498777077662,-0.276508893557427
"144",144,14.249828446904,"Italy-Rome",1,0,0,0,0,0,0,0,0,0,"not male",7.53324917757883,1.18081463788198,0.0832212109648399,4.38368396064283,3.92209945753816,0.771847209649317,0.630372583676654
"145",145,14.17182051613,"Italy-Rome",0,1,0,0,0,0,0,0,0,0,"not male",7.16753270925096,0.553266604349516,0.578048157063513,3.48035147654845,3.15669020846151,0.304205038334393,1.33624800480049
"146",146,15.1332459430911,"Italy-Rome",0,0,1,0,0,0,0,0,0,0,"not male",11.674883541663,0.886491878027904,0.24782683899145,3.38734069259446,3.03554450099145,1.3907452214753,1.76629598331621
"147",147,14.2973434846737,"Italy-Rome",0,0,0,1,0,0,0,0,0,0,"not male",7.75600898716726,1.15455368903594,0.275866871387318,3.54388472490011,2.68026354257636,0.740132597163639,1.06021117311335
"148",148,16.2277492621323,"Italy-Rome",0,0,0,0,1,0,0,0,0,0,"not male",16.8061296142282,1.50194627347979,0.0436830692796051,2.6023970312876,3.02960962086868,2.20806322709095,2.77074069185284
"149",149,17.4958978285921,"Italy-Rome",0,0,0,0,0,1,0,0,0,0,"not male",22.7514586396131,1.23506793429942,1.83627522415408e-05,3.70334021524194,3.58016627718106,3.92708945397858,2.85340988299207
"150",150,14.4542466325204,"Italy-Rome",0,0,0,0,0,0,1,0,0,0,"not male",8.4916016958919,1.53301564733497,0.0175690980647381,3.1284683901723,1.98682194179845,0.822103736596284,1.35427268279935
"151",151,16.3173894850327,"Italy-Rome",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",17.2263805478705,1.3799950878469,0.292810433240673,4.08834946710136,3.83996887081361,2.78691374609236,2.00297016321144
"152",152,16.3005999324188,"Italy-Rome",0,0,0,0,0,0,0,1,0,0,"not male",17.1476678346138,1.21907451074323,0.193119956344657,4.40234938380332,3.94787469808484,2.51480067261572,2.24639886728444
"153",153,15.9083179158972,"Italy-Rome",0,0,0,0,0,0,0,0,1,0,"not male",15.30857285738,0.18064365047995,0.523678211825031,3.77578604340143,4.4753655520791,1.40377878195942,2.91584700425139
"154",154,14.7044778057672,"Italy-Rome",0,0,0,0,0,0,0,0,0,1,"not male",9.6647344791538,0.118617276206664,0.427262352351027,2.28889108249939,3.22491081940836,1.0211204579003,1.58878703664404
"155",155,15.5027315592457,"Italy-Rome",1,0,0,0,0,0,0,0,0,0,"not male",13.4071045260849,0.961026331936797,0.406889597505728,3.71456146804692,3.1890584133789,1.63687360247498,2.07993804383868
"156",156,15.3582049890171,"Italy-Rome",0,1,0,0,0,0,0,0,0,0,"not male",12.7295356389333,1.1334106929507,0.211629779835905,3.11528809082688,2.6117721916874,2.29533984215487,1.19757792606011
"157",157,16.115564600832,"Italy-Rome",0,0,1,0,0,0,0,0,0,0,"not male",16.2801859348582,0.861545983716799,0.299364163996719,3.5822872792269,3.54204681177706,2.75807514288325,1.8278886594991
"158",158,15.2755499970188,"Italy-Rome",0,0,0,1,0,0,0,0,0,0,"not male",12.3420328368029,1.07483902057635,0.311843762321001,2.61256941403235,4.31453115178877,0.925403966677215,2.39552188616384
"159",159,16.4873221012437,"Italy-Rome",0,0,0,0,1,0,0,0,0,0,"not male",18.0230579579465,0.868382888306632,0.456069979844377,4.62660949444975,3.07851624279735,3.11677568640617,2.05815727103595
"160",160,15.2736263897252,"Italy-Rome",0,0,0,0,0,1,0,0,0,0,"not male",12.3330145888009,0.95265415326257,0.0224593678571371,4.41741119101629,4.40071788535971,1.52062170608112,1.51034924904657
"161",161,16.5553348960902,"Kenya",0,0,0,0,0,0,1,0,0,0,"not male",18.341915270089,1.24891892343112,-0.0668833537995604,4.37561858225357,3.96470057093458,2.39376270360176,2.81859746401561
"162",162,14.6678390480139,"Kenya",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",9.49296480193586,0.99284364301524,0.426676456455971,4.07487493295065,4.13652932613807,0.741838577819014,1.43383171005885
"163",163,14.4783805902072,"Kenya",0,0,0,0,0,0,0,1,0,0,"not male",8.60474641956835,0.96781611234156,0.524021602382768,2.96323480659309,2.36607696992492,0.732000592887911,1.53163520640645
"164",164,18.5204538615783,"Kenya",0,0,0,0,0,0,0,0,1,0,"not male",27.5547781261075,1.02286834893531,0.22834300333814,4.24809334419765,3.88431624189573,4.53328942517098,3.89372611895857
"165",165,15.2356618858319,"Kenya",0,0,0,0,0,0,0,0,0,1,"not male",12.1550295538446,0.829059351190185,0.26663750495233,2.47136801702026,3.03063231594088,2.13427354794008,1.18807307707766
"166",166,15.8778083772036,"Kenya",1,0,0,0,0,0,0,0,0,0,"not male",15.1655381603864,0.795874081890108,0.358440139839482,2.76665294155774,2.28317718793437,2.501945624971,2.00833895061824
"167",167,16.1816395672824,"Kenya",0,1,0,0,0,0,0,0,0,0,"not male",16.5899583276825,0.743962986360941,0.196155399119372,2.81318206383211,3.95470757722706,2.91921196324473,1.76829536991238
"168",168,15.1755649981135,"Kenya",0,0,1,0,0,0,0,0,0,0,"not male",11.8732835657662,0.139629459115173,0.671807051300527,3.19069733148961,3.21791301880908,1.47804615108181,1.82053227001475
"169",169,16.0741421157936,"Kenya",0,0,0,1,0,0,0,0,0,0,"not male",16.0859892065603,1.06683193549579,0.347411400873189,4.68833778752387,4.30878046723829,1.85778863586223,2.53484810975859
"170",170,15.9413301455918,"Kenya",0,0,0,0,1,0,0,0,0,0,"not male",15.4633406602912,0.529841496004113,0.271646326588964,4.14123157970393,3.79407444883035,1.44299203890672,2.96461782020113
"171",171,15.4165883041378,"Kenya",0,0,0,0,0,1,0,0,0,0,"not male",13.0032480628285,0.339224586262434,0.57429140391935,3.47053653400381,3.2751127944991,1.75075404836805,1.87179601753118
"172",172,15.6686331441057,"Kenya",0,0,0,0,0,0,1,0,0,0,"not male",14.1848836711416,0.78982316290916,0.368175581918442,3.6205233272097,2.89913803158647,2.42653298976807,1.53674379997492
"173",173,15.5794076061429,"Kenya",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",13.7665768617611,0.972705303890512,0.288163872062837,3.63181998982503,3.90418728209696,1.58366808036001,2.15394188391987
"174",174,17.5213498053165,"Kenya",0,0,0,0,0,0,0,1,0,0,"not male",22.8707824948581,0.926205724701628,0.278622438759072,2.13660580252641,1.83221072720509,3.55025837012262,3.83055586859747
"175",175,14.944280185547,"Kenya",0,0,0,0,0,0,0,0,1,0,"not male",10.7889750346914,1.43477080059562,0.33600034398364,3.36823479762735,3.57669203574636,1.54003330432715,1.12371262142686
"176",176,14.625795352167,"Kenya",0,0,0,0,0,0,0,0,0,1,"not male",9.29585571561567,0.996343247414043,0.157060881696323,3.43174030990274,2.99524055757259,1.78242743012715,0.40545528929407
"177",177,15.6439339824556,"Kenya",1,0,0,0,0,0,0,0,0,0,"not male",14.0690891605102,1.31718183868449,0.0221801501223208,3.27090762375758,2.69770730171833,1.80906075514708,2.20525278574148
"178",178,15.8888117129999,"Kenya",0,1,0,0,0,0,0,0,0,0,"not male",15.2171239551556,0.877598353592947,0.226964914960986,3.93148152056967,3.07665017530677,1.81634895837667,2.55168132156908
"179",179,16.0019980840613,"Kenya",0,0,1,0,0,0,0,0,0,0,"not male",15.7477638462119,0.914027742160375,0.318555768398383,3.69054882701235,3.82257171362801,2.45095595375644,1.91803497176503
"180",180,15.1983879312254,"Kenya",0,0,0,1,0,0,0,0,0,0,"not male",11.9802819492862,1.18593037252359,0.162970022860686,2.54007264028343,2.70050025409191,1.58440370793239,1.76696236586618
"181",181,14.6551331316939,"Kenya",0,0,0,0,1,0,0,0,0,0,"not male",9.43339697598129,0.822204823930259,0.525181336330023,2.7410303803126,1.98625291075949,1.44260593676641,1.12657208518859
"182",182,16.7443402881284,"Kenya",0,0,0,0,0,1,0,0,0,0,"not male",19.2280095913368,0.352315428174128,0.480371104762208,3.43342775485477,3.62269654768896,2.77533113799871,2.97728737409828
"183",183,15.2960139516177,"Kenya",0,0,0,0,0,0,1,0,0,0,"not male",12.4379718667155,0.440476957683115,0.599981919490171,2.52807072472143,3.31573573991547,1.91930804425532,1.54188493768352
"184",184,14.8327694493373,"Kenya",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",10.2661908482293,1.07769145820821,0.0436369822009238,2.70294197310779,3.63452008648913,1.54608487078887,0.990910405854178
"185",185,15.3978209470909,"Kenya",0,0,0,0,0,0,0,1,0,0,"not male",12.915263014758,0.711799400374432,0.501407520130212,3.23464685107602,2.42382750506322,1.87846212019322,1.82313906393781
"186",186,15.432936046875,"Kenya",0,0,0,0,0,0,0,0,1,0,"not male",13.0798894847926,1.22202717487559,0.386816485912992,3.73502535005999,4.15247293071223,1.92944280971733,1.42669092943298
"187",187,16.6067084201628,"Kenya",0,0,0,0,0,0,0,0,0,1,"not male",18.5827644196944,0.863003720536933,0.28946440278135,2.80594961872854,1.59418509178223,3.26441592172548,2.52422104648624
"188",188,15.6860940883931,"Kenya",1,0,0,0,0,0,0,0,0,0,"not male",14.2667440001502,0.848824575241571,0.503388675521526,3.55169312241452,3.83195804969251,2.2028972570389,1.67332987133563
"189",189,16.2871402990957,"Kenya",0,1,0,0,0,0,0,0,0,0,"not male",17.0845664356268,1.0489767856625,0.31452941255015,4.18668762421405,4.35126839230152,2.51837069247411,2.19245716215875
"190",190,15.1616357685793,"Kenya",0,0,1,0,0,0,0,0,0,0,"not male",11.8079806077048,1.05284255637859,0.120542682273686,3.43470314730348,3.51399838000776,1.55810199812654,1.51439023737797
"191",191,15.8025718880043,"Kenya",0,0,0,1,0,0,0,0,0,0,"not male",14.8128147533385,1.0509681814079,-0.00136816046363314,3.6145765837611,3.0524578995905,1.6117302717637,2.64126498432132
"192",192,15.3184320514812,"Kenya",0,0,0,0,1,0,0,0,0,0,"not male",12.5430723126236,1.15214255404248,0.211295385584998,2.27501946250034,2.29972171113898,2.45024058947883,1.08311595382721
"193",193,15.6949360082999,"Kenya",0,0,0,0,0,1,0,0,0,0,"not male",14.3081966536107,0.768069279325431,0.231291047848177,3.13411025801658,2.60943051986516,2.25006170576362,1.8782303536545
"194",194,14.8059637045362,"Kenya",0,0,0,0,0,0,1,0,0,0,"not male",10.1405202629145,0.659709122103658,0.583834682295773,3.55563857618389,2.98928088202975,1.11513438573286,1.53600077990821
"195",195,14.4329002230715,"Kenya",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",8.39152554468924,1.02768379460012,0.0279557945979377,3.89829900344777,4.12741969206553,0.262666807087279,1.56335845064396
"196",196,17.4034976195037,"Kenya",0,0,0,0,0,0,0,1,0,0,"not male",22.3182683497889,1.42567563862825,0.0260026526618413,3.84597310973244,4.12475625786486,3.35473692260715,3.22526090244625
"197",197,16.1494365236578,"Kenya",0,0,0,0,0,0,0,0,1,0,"not male",16.4389841476609,1.77863819365955,-0.0222641679929888,2.78906360159559,3.79652926531647,2.53828277585776,2.0726679682444
"198",198,14.4863583172608,"Kenya",0,0,0,0,0,0,0,0,0,1,"not male",8.64214756755899,0.546277323242685,0.432996160665438,2.72582320609248,1.08340292812053,1.34701265185669,1.11527563959024
"199",199,15.061173006821,"Kenya",1,0,0,0,0,0,0,0,0,0,"not male",11.3369914907754,0.82398819321264,0.409772063445141,3.39118696817406,5.04266249333707,1.34867828649911,1.35593073495348
"200",200,14.5454388840316,"Kenya",0,1,0,0,0,0,0,0,0,0,"not male",8.91912884384532,1.19856782208719,0.178376438971484,3.03270302341787,2.20367639828558,0.814686909224485,1.53568867687892
"201",201,17.5845316932976,"Kenya",0,0,1,0,0,0,0,0,0,0,"not male",23.1669915688005,1.59796173133776,-0.0690681575489936,3.6515842677182,3.9076500642591,3.7655496449905,3.10771282610517
"202",202,16.7885468528373,"Philippines",0,0,0,1,0,0,0,0,0,0,"not male",19.4352586307851,0.752890164636446,0.215161165661469,3.59210675763185,1.8064858292819,3.05101041248371,2.98390305059975
"203",203,15.3718997390867,"Philippines",0,0,0,0,1,0,0,0,0,0,"not male",12.7937393113084,1.37246200895767,0.139741381117543,4.07675202009605,3.88651640428731,1.65416437014106,1.62047132577698
"204",204,16.0977882651904,"Philippines",0,0,0,0,0,1,0,0,0,0,"not male",16.1968469893671,0.748181987845895,0.403035413169602,3.20865515767473,3.41426207586186,2.21521420660233,2.49623433308613
"205",205,15.2379227267689,"Philippines",0,0,0,0,0,0,1,0,0,0,"not male",12.1656288192616,0.651253952917108,0.3856991288365,3.7753765099384,4.13540216821927,1.23850137731537,1.92850111898996
"206",206,15.1823302886352,"Philippines",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",11.9050005736684,1.01940562115073,0.13595858527806,2.82985345578267,2.67475356937786,1.64254012300106,1.66143444423959
"207",207,14.9018346516105,"Philippines",0,0,0,0,0,0,0,1,0,0,"not male",10.5899820526505,0.767509513573563,0.132060466716732,2.92637038696129,2.02821001120908,1.55296905851367,1.3933221227617
"208",208,15.0760336938214,"Philippines",0,0,0,0,0,0,0,0,1,0,"not male",11.4066613039955,0.99692856460701,0.0850942927176755,3.11556267511833,1.48183034001892,1.14462211195655,2.22352483975385
"209",209,17.0925149056683,"Philippines",0,0,0,0,0,0,0,0,0,1,"not male",20.8603204374875,0.813792458397088,0.200377634556864,3.64189156443598,2.66627963221873,3.27566065980661,3.10336466660398
"210",210,15.5614827436733,"Philippines",1,0,0,0,0,0,0,0,0,0,"not male",13.6825415933903,1.61182718279315,0.235536434840785,2.50313325061992,1.98103507218041,1.53170616217903,2.56238947403836
"211",211,15.717082222312,"Philippines",0,1,0,0,0,0,0,0,0,0,"not male",14.4120224453601,1.01567942586252,0.125478757341429,2.66162262404374,2.53710828389432,2.25947478217856,1.9366444094651
"212",212,15.82883131178,"Philippines",0,0,1,0,0,0,0,0,0,0,"not male",14.9359240786122,0.761736918240325,0.255098290526095,3.25658736701441,3.58823334593758,2.00905859535017,2.21379052659754
"213",213,16.7167633388798,"Philippines",0,0,0,1,0,0,0,0,0,0,"not male",19.0987234484233,1.27726577562378,0.184111502812077,3.43975335508173,2.94053073468466,3.59653280886817,1.9987049920488
"214",214,15.1465746798116,"Philippines",0,0,0,0,1,0,0,0,0,0,"not male",11.7373712717225,0.593170683269675,0.491229936896509,4.01689083797998,3.84332154666282,1.61370056329686,1.3729103746027
"215",215,14.7187285789479,"Philippines",0,0,0,0,0,1,0,0,0,0,"not male",9.73154489684952,0.939766199830474,0.448467625479936,3.54458269851402,3.24012092294318,1.26927263247272,1.12892876383727
"216",216,17.1147758452981,"Philippines",0,0,0,0,0,0,1,0,0,0,"not male",20.9646840854174,1.46099845523404,0.0241768147764762,2.9247632072734,2.5816952785069,3.70236352839715,2.66707539549095
"217",217,15.2138354312191,"Philippines",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",12.0527028568287,0.671516668153837,0.376768394071455,2.74160594236231,3.12870391879476,2.17183344951245,1.08349374396724
"218",218,14.960686758994,"Philippines",0,0,0,0,0,0,0,1,0,0,"not male",10.8658922665531,1.37588147077853,0.312432185907244,3.33428659201716,2.73664795669463,1.1414568427286,1.76373675790082
"219",219,14.4998267392428,"Philippines",0,0,0,0,0,0,0,0,1,0,"not male",8.70529016950134,1.00191480702398,0.449179119661541,3.87375804103877,3.83452092348148,0.66714078144343,1.29487363700938
"220",220,14.4563252813586,"Philippines",0,0,0,0,0,0,0,0,0,1,"not male",8.50134680904208,0.0292147273408463,0.653900342268773,3.89001286701697,3.50400647597754,1.50214363817786,0.41235079837946
"221",221,15.0945718155904,"Philippines",1,0,0,0,0,0,0,0,0,0,"not male",11.4935716521555,0.820236577307279,0.455813344086144,4.2719902109722,3.45302836679427,1.34983915128447,1.60428885411858
"222",222,16.1649512638155,"Philippines",0,1,0,0,0,0,0,0,0,0,"not male",16.5117202902711,1.10482043657666,0.222148409760144,3.67252634779604,2.80912917595905,2.93778289715571,1.7991678299635
"223",223,16.6066436287589,"Philippines",0,0,1,0,0,0,0,0,0,0,"not male",18.5824606648941,1.56926835322088,-0.170132981093656,3.79109543714856,4.07415312600683,3.21973566574655,1.96155453817828
"224",224,16.2454143417444,"Philippines",0,0,0,1,0,0,0,0,0,0,"not male",16.8889469696478,0.731990397331679,0.417849828721432,3.15635459777296,3.06703057407807,2.44042866286664,2.56522731215589
"225",225,15.2834357472085,"Philippines",0,0,0,0,1,0,0,0,0,0,"not male",12.379002779229,1.0304731481744,0.197573940708853,3.52787209286941,4.21717734593437,1.96848299637177,1.13338578576976
"226",226,15.6636554437714,"Philippines",0,0,0,0,0,1,0,0,0,0,"not male",14.1615472363892,0.472521661543555,0.428661889270484,2.89273796909999,1.93329132130668,1.83159268198686,2.48292987938014
"227",227,14.9772723756153,"Philippines",0,0,0,0,0,0,1,0,0,0,"not male",10.9436488879069,0.440243858235453,0.643834003449054,2.82134206572646,3.18292966462004,1.55982045105349,1.38883057874053
"228",228,14.9659380909065,"Philippines",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",10.8905115397734,0.705001570047139,0.226241700646708,4.05837764822332,3.49759664314978,1.21117760560854,1.54733955486902
"229",229,16.4044161480813,"Philippines",0,0,0,0,0,0,0,1,0,0,"not male",17.6343786006928,1.57129963534966,-0.138070397954274,3.84645486748904,2.81806646719483,2.88790385851427,2.19861059215196
"230",230,14.697997864414,"Philippines",0,0,0,0,0,0,0,0,1,0,"not male",9.63435524407908,1.34135859252408,-0.0701461861196344,4.16411301031952,2.91127097023472,1.60983688659941,0.630370875220712
"231",231,17.3658539810122,"Philippines",0,0,0,0,0,0,0,0,0,1,"not male",22.1417875947233,1.2274187359765,0.182290827669164,2.95533623519444,3.50460449813433,3.25678434350283,3.49233356192118
"232",232,15.5288930046187,"Philippines",1,0,0,0,0,0,0,0,0,0,"not male",13.5297545094038,1.40233150066938,0.248207157292408,3.12709027737982,3.15542978532392,1.90760285550693,1.82848094824091
"233",233,15.802655866313,"Philippines",0,1,0,0,0,0,0,0,0,0,"not male",14.813208460109,0.88251519497235,0.217558897548742,4.00305239283755,3.95291863368051,2.21806351370317,1.77786946474368
"234",234,14.9468021211439,"Philippines",0,0,1,0,0,0,0,0,0,0,"not male",10.8007983630464,1.26281217897786,0.0471966931997603,3.77136050027016,3.66141018582646,1.3784405714411,1.25970965041804
"235",235,15.0941989565926,"Philippines",0,0,0,1,0,0,0,0,0,0,"not male",11.4918236160966,0.769227568367631,0.0452075524856502,2.67478340606661,3.38277206328251,1.15942662979594,1.97280586165989
"236",236,14.4273195131899,"Philippines",0,0,0,0,1,0,0,0,0,0,"not male",8.36536208299493,0.157169708525554,0.427655912798494,2.39915187888709,2.20368264626695,1.43944436681075,0.778688889800044
"237",237,15.4457330012413,"Philippines",0,0,0,0,0,1,0,0,0,0,"not male",13.1398841149508,0.62360892333431,0.477460362318763,3.44165750235483,2.23640719436351,2.23420993718667,1.51702698941501
"238",238,15.9862461996222,"Philippines",0,0,0,0,0,0,1,0,0,0,"not male",15.673915924732,1.19635457250817,0.266595651160949,4.24994943762776,3.41406789518119,2.51406345513068,1.80444595315468
"239",239,15.9012253010569,"Philippines",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",15.2753212889194,0.83796484919988,0.226802877554943,2.80926767115787,2.89586514260178,2.97418148007578,1.38506951157824
"240",240,14.9081802346248,"Philippines",0,0,0,0,0,0,0,1,0,0,"not male",10.6197313894995,0.679191238503997,0.15062133575448,3.23341085199552,3.35800916361191,1.13914782005554,1.6309929272754
"241",241,14.9018174701731,"Philippines",0,0,0,0,0,0,0,0,1,0,"not male",10.5899015027047,0.610726282186824,0.578553059403977,3.54350454818864,2.85909048957584,1.37205313549475,1.4374910199792
"242",242,15.1590255509281,"Philippines",0,0,0,0,0,0,0,0,0,1,"not male",11.7957433957766,0.134901089746617,0.737923504357779,3.37757219724089,3.12265664270821,1.60966407945304,1.64202135049283
"243",243,16.953462481522,"Philippines",1,0,0,0,0,0,0,0,0,0,"not male",20.2084154200531,1.05673761825109,0.0108977566947536,3.10678580732842,1.19037254483435,3.33430841680021,3.06370454957293
"244",244,14.5887013486422,"Philippines",0,1,0,0,0,0,0,0,0,0,"not male",9.12195175699721,0.835071446737453,0.0838449751977174,4.16840458827322,3.78626799612835,1.25068276934158,0.754399885034529
"245",245,15.4492116682466,"Philippines",0,0,1,0,0,0,0,0,0,0,"not male",13.1561927876594,1.0852564796964,0.174308844465553,3.23969067991527,3.2299929274968,2.23029063082469,1.31703518362771
"246",246,17.3183209158677,"Philippines",0,0,0,1,0,0,0,0,0,0,"not male",21.9189432692683,0.752572016824001,0.52734849091322,4.48322993242365,4.74218621151434,3.0574032749642,3.33798160126316
"247",247,15.5193245529747,"Philippines",0,0,0,0,1,0,0,0,0,0,"not male",13.4848957327657,0.522456439641431,0.522145484846386,3.8241176465549,2.50334669590178,2.50946884378623,1.25859735366659
"248",248,14.3888630479684,"Philippines",0,0,0,0,0,1,0,0,0,0,"not male",8.18507063691193,0.618903020163147,0.293607340055285,2.5488745256563,2.57935011626436,0.933198954474454,1.16444534062065
"249",249,15.0130370471239,"Philippines",0,0,0,0,0,0,1,0,0,0,"not male",11.1113206774962,0.0579101359674423,0.409087358909186,2.57693541192634,2.40165857676753,1.96162147685237,1.16973980353877
"250",250,16.0459430610566,"Philippines",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",15.9537865111895,0.491944572160634,0.453983236029359,4.81496409331215,4.46617950288724,2.14547744114545,2.17280142556298
"251",251,15.2727086212405,"Philippines",0,0,0,0,0,0,0,1,0,0,"not male",12.3287119102703,1.22136628526138,0.222925275266058,3.27855412105861,2.85784207175926,2.05448697932984,1.25793257522889
"252",252,15.1054350255323,"Philippines",0,0,0,0,0,0,0,0,1,0,"not male",11.5445005094554,1.04350738533712,0.199199175186198,2.42955816827662,2.22283051716452,1.93790573760607,1.30374274226054
"253",253,15.3011623237526,"Philippines",0,0,0,0,0,0,0,0,0,1,"not male",12.4621084443192,0.557758195834557,0.435837083946312,3.3431066265952,3.77144448742539,1.1043307562214,2.31115632002489
"254",254,15.691265989131,"Philippines",1,0,0,0,0,0,0,0,0,0,"not male",14.2909908844561,0.979802378113428,0.36833119250993,3.73382230732715,3.3306341747973,1.8301705864061,2.16061334949154
"255",255,17.045460876489,"Philippines",0,1,0,0,0,0,0,0,0,0,"not male",20.6397219265239,0.625345705021969,0.304397779992163,4.0848075891544,3.19306036267009,4.05130923074668,2.01609988748429
"256",256,15.5304685292993,"Philippines",0,0,1,0,0,0,0,0,0,0,"not male",13.5371408778953,0.953171896409031,0.094085015473322,3.14388498902776,3.07393880569686,1.95727985534767,1.81888859426162
"257",257,16.5805579475441,"Philippines",0,0,0,1,0,0,0,0,0,0,"not male",18.4601658787979,1.0905956271847,0.194821713990247,3.92156284694924,2.48288709379099,3.03720779191636,2.45122723273223
"258",258,16.1764171958542,"Philippines",0,0,0,0,1,0,0,0,0,0,"not male",16.5654748268889,0.574669726752002,0.354014835940098,3.39753592150995,2.1627670627991,3.02253475087342,1.91599919974831
"259",259,15.5079513738355,"Philippines",0,0,0,0,0,1,0,0,0,0,"not male",13.4315760399191,0.606015896957105,0.388602590179046,3.29673981289523,3.49325415505851,1.88859422060266,1.81924524607867
"260",260,14.2334540014042,"Philippines",0,0,0,0,0,0,1,0,0,0,"not male",7.45648256783058,0.56114683088174,0.40350982156393,3.95398454270415,2.58037120102098,0.780059445941761,0.939792919310869
"261",261,15.1420366488378,"Philippines",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",11.7160960931039,0.968662249770585,0.311062050246946,2.74477366209533,1.19054244739072,1.90918065659885,1.56167327326671
"262",262,15.1700963330817,"Philippines",0,0,0,0,0,0,0,1,0,0,"not male",11.847645392287,1.11376617800786,0.0668330591813584,3.18223726025259,2.92659995750126,0.942147801201198,2.35584414200523
"263",263,15.6523446806199,"Philippines",0,0,0,0,0,0,0,0,1,0,"not male",14.108520161926,1.04789281609411,0.174586681878375,3.54769807370189,2.97651992795454,2.92725026938493,0.890754820560177
"264",264,16.7775784125448,"Philippines",0,0,0,0,0,0,0,0,0,1,"not male",19.3838364329773,1.01512268123586,0.282536275999004,4.76019355526182,3.99543816468511,2.58194700961468,2.99301000816475
"265",265,17.6691849185003,"Philippines",1,0,0,0,0,0,0,0,0,0,"not male",23.5638624798289,0.356197465128676,0.427210949344547,3.62317176748555,3.62607975042949,3.92873301815811,3.26222914706877
"266",266,16.9997277909674,"Philippines",0,1,0,0,0,0,0,0,0,0,"not male",20.4253162583217,1.31978790029115,-0.0319707696107484,3.92155334471765,3.39173846376156,2.93717745902711,3.11735396180439
"267",267,15.4904304340326,"Philippines",0,0,1,0,0,0,0,0,0,0,"not male",13.3494344401751,0.891489407385047,0.297929613821137,3.54725815848168,3.20006620866622,2.1037364465961,1.53536497857474
"268",268,14.0326383987892,"Philippines",0,0,0,1,0,0,0,0,0,0,"not male",6.51501966470235,1.014576430571,0.577538239966737,3.68876859686472,3.39489533404381,0.869781030813323,0.335307714277029
"269",269,15.2608756820636,"Thailand",0,0,0,0,1,0,0,0,0,0,"not male",12.273236772258,1.2141216862818,-0.0771584387841484,3.46428423195266,3.7730835906906,2.35003276866216,0.704697874944888
"270",270,15.6901080863198,"Thailand",0,0,0,0,0,1,0,0,0,0,"not male",14.2855624091386,0.728636379026747,0.44874922524013,3.89302846468018,3.752414424899,2.13621927244283,1.74543889054105
"271",271,16.3688216776526,"Thailand",0,0,0,0,0,0,1,0,0,0,"not male",17.4675047471239,1.54210971972598,0.0516416825656767,3.4307336471803,3.57372384113028,1.7366864907574,3.38494106715582
"272",272,16.4743501156989,"Thailand",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"not male",17.9622427473188,0.567429194392718,0.24322816474575,2.37242629890528,2.82022686011589,2.54988951446002,2.96846881461071
